file_path,file_name,repo_name,ext,title,uuid,summary,keywords,last_modified,section_headings,synonym_data,tags,persona,doc_type
..\data\bluexp-dataset\cm\wf_gcp_cloud_delete_we.adoc,wf_gcp_cloud_delete_we.adoc,bluexp-dataset,adoc,Delete a working environment,a9dd0a89-b761-517c-b616-ea91f469b4c3,'You can delete an existing Cloud Volumes ONTAP working environment.',"cloud, manager, rest, api, working, environment, cloud, volumes, ontap, occm",2025-07-09T09:54:54.024709,"Level 2: Delete working environment for single node, Level 3: 1. Select the working environment, Level 3: 2. Delete the working environment, Level 2: Delete working environment for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Delete the working environment","residual, availableness, handiness, erase, overcast, choose, senior high school, do work, remainder, leaf node, obscure, volume, degree, tier, grade, work, bingle, edit, cancel, brace, take, knob, workings, director, one, couple, surround, pick out, managing director, coach, surroundings, heights, thickening, swarm, environs, senior high, twosome, mass, bulk, ace, balance, accessibility","delete, working, working environment, environment, delete working",IT Director,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_get_wes.adoc,wf_gcp_cloud_get_wes.adoc,bluexp-dataset,adoc,Get working environment,d8f707b4-6318-58d8-9d8f-81def415944d,"""You can retrieve the Cloud Volumes ONTAP working environments that are visible to the user currently signed in.""","cloud, manager, rest, api, list, working, environment, occm",2025-07-09T09:54:54.024709,"Level 2: Get working environment for single node, Level 3: 1. Get the working environments, Level 2: Get working environment for high availability pair, Level 3: 1. Get the working environments","residual, availableness, handiness, overcast, senior high school, do work, remainder, leaf node, obscure, degree, tier, become, grade, work, bingle, acquire, listing, brace, knob, workings, director, one, couple, surround, let, managing director, coach, surroundings, heights, thickening, swarm, tilt, inclination, environs, senior high, twosome, ace, balance, environment, accessibility","null, working, supportregistrationinformation capacityfeatures, gcp snapshotpolicies, cloudprovidername gcp",Storage Administrator,reference
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_create_buckets.adoc,wf_gcp_cloud_md_create_buckets.adoc,bluexp-dataset,adoc,Create bucket,f5c5f522-5681-5de2-8ea4-bad3e0774f62,You can perform this workflow to create the S3 buckets.,"buckets, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.024709,"Level 2: Create bucket for single node, Level 3: 1. Select the project, Level 3: 2. Select the region, Level 3: 3. Create a bucket, Level 2: Create bucket for high availability pair, Level 3: 1. Select the project, Level 3: 2. Select the region, Level 3: 3. Create a bucket","availableness, handiness, overcast, choose, senior high school, undertaking, neighborhood, do work, obscure, leaf node, volume, degree, tier, grade, work, bingle, task, brace, produce, take, pail, knob, labor, workings, part, one, couple, surround, pick out, bucketful, make, surroundings, heights, bucket, thickening, swarm, environs, senior high, area, mass, twosome, bulk, ace, accessibility","create bucket, bucket, create, metadata create, projectid",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_buckets.adoc,wf_gcp_cloud_md_get_buckets.adoc,bluexp-dataset,adoc,Get buckets,749cbf1c-10f1-5c30-980a-f247f81170ac,You can perform this workflow to retrieve the S3 buckets.,"buckets, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.024709,"Level 2: Get buckets for single node, Level 3: 1. Get the buckets, Level 2: Get buckets for high availability pair, Level 3: 1. Get the buckets","availableness, handiness, overcast, senior high school, do work, obscure, leaf node, volume, degree, tier, become, grade, work, bingle, acquire, brace, pail, knob, workings, one, couple, surround, let, bucketful, surroundings, heights, thickening, bucket, swarm, environs, senior high, twosome, mass, bulk, ace, accessibility","buckets, s3 buckets, s3, east tags, metadata buckets",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_disk_types.adoc,wf_gcp_cloud_md_get_disk_types.adoc,bluexp-dataset,adoc,Get Google Cloud disk types,e1377643-06b7-506e-bcf0-29cae209c7eb,This workflow retrieves the AWS regions in which an Cloud Volumes ONTAP working environment may be created.,"cloud, volumes, ontap, cvo, regions, aws, workflows",2025-07-09T09:54:54.024709,"Level 2: Get Google Cloud disk types for single node, Level 3: 1. Get the disk types, Level 2: Get Google Cloud disk types for high availability pair, Level 3: 1. Get the disk types","availableness, work flow, handiness, overcast, eccentric, senior high school, type, obscure, leaf node, volume, degree, tier, become, workflow, grade, bingle, acquire, brace, knob, region, part, one, couple, let, phonograph record, disc, heights, saucer, thickening, swarm, senior high, area, mass, twosome, character, bulk, ace, accessibility","disk types, standard, hourly cloud, types, disk",IT Director,concept
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_encryption_keys.adoc,wf_gcp_cloud_md_get_encryption_keys.adoc,bluexp-dataset,adoc,Get Google Cloud encryption keys,7b7dd849-bd82-59b2-ae70-90019e1c9e7b,This workflow retrieves the AWS regions in which an Cloud Volumes ONTAP working environment may be created.,"cloud, volumes, ontap, cvo, regions, aws, workflows",2025-07-09T09:54:54.025706,"Level 2: Get Google Cloud encryption keys for single node, Level 3: 1. Select the region, Level 3: 2. Select the project, Level 3: 3. Get the encryption keys, Level 2: Get Google Cloud encryption keys for high availability pair, Level 3: 1. Select the region, Level 3: 2. Select the project, Level 3: 3. Get the encryption keys","samara, availableness, work flow, handiness, overcast, choose, senior high school, undertaking, neighborhood, obscure, leaf node, volume, encoding, degree, tier, become, grade, workflow, bingle, key, task, acquire, brace, take, tonality, knob, labor, region, part, one, let, couple, pick out, heights, thickening, swarm, senior high, area, mass, twosome, bulk, ace, accessibility","encryption keys, encryption, cloud encryption, project, keys",API Developer,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_instance_type_nosupport.adoc,wf_gcp_cloud_md_get_instance_type_nosupport.adoc,bluexp-dataset,adoc,Get instance types not supporting acceleration and capacity tiering,d2d7c824-ad3d-5fe0-ad0e-7bcebc81cfd6,This workflow retrieves the AWS regions in which an Cloud Volumes ONTAP working environment may be created.,"cloud, volumes, ontap, cvo, regions, aws, workflows",2025-07-09T09:54:54.025706,"Level 2: Get instance types for single node, Level 3: 1. Get the instance types, Level 2: Get instance types for high availability pair, Level 3: 1. Get the instance types","support, back, availableness, work flow, capability, handiness, overcast, eccentric, senior high school, speedup, back up, type, quickening, obscure, leaf node, volume, degree, tier, become, grade, case, workflow, bingle, acquire, brace, knob, region, part, non, one, let, couple, illustration, content, heights, thickening, swarm, example, senior high, area, mass, twosome, character, capacitance, bulk, ace, accessibility","instance types, instance, types, acceleration, acceleration capacity",Storage Administrator,concept
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_network_requirements.adoc,wf_gcp_cloud_md_get_network_requirements.adoc,bluexp-dataset,adoc,Get network requirements,37169dac-67d2-5a94-b7a0-e14c307e89b4,This workflow retrieves the AWS regions in which an Cloud Volumes ONTAP working environment may be created.,"cloud, volumes, ontap, cvo, regions, aws, workflows",2025-07-09T09:54:54.025706,"Level 2: Get network requirements for single node, Level 3: 1. Get the network requirements, Level 2: Get network requirements for high availability pair, Level 3: 1. Get the network requirements","availableness, work flow, web, handiness, overcast, senior high school, obscure, leaf node, volume, become, degree, tier, workflow, grade, demand, mesh, bingle, requirement, acquire, brace, necessity, knob, region, part, let, one, couple, net, heights, thickening, swarm, senior high, area, mass, twosome, bulk, ace, accessibility","network requirements, requirements, network, minimum number, metadata network",API Developer,concept
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_packages.adoc,wf_gcp_cloud_md_get_packages.adoc,bluexp-dataset,adoc,Get Google Cloud packages,48243dea-6039-5fb9-a61b-344154615697,You can use the permutations endpoint to retrieve the Cloud Volumes ONTAP configuration information.,"permutations, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.025706,"Level 2: Get Google Cloud packages for single node, Level 3: 1. Get the packages, Level 2: Get Google Cloud packages for high availability pair, Level 3: 1. Get the packages","package, availableness, handiness, overcast, senior high school, packet, do work, obscure, leaf node, substitution, volume, degree, tier, bundle, grade, become, work, bingle, acquire, brace, transposition, knob, workings, one, surround, couple, let, surroundings, heights, thickening, swarm, environs, senior high, twosome, mass, permutation, bulk, ace, accessibility","packages, cloud packages, gcp, disktype pd, instancetenancy null",API Developer,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_permutations.adoc,wf_gcp_cloud_md_get_permutations.adoc,bluexp-dataset,adoc,Get Google Cloud permutations,d88894e0-a363-56da-97a0-ed8bd998c4b4,You can use the permutations endpoint to retrieve the Cloud Volumes ONTAP configuration information.,"permutations, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.025706,"Level 2: Get Google Cloud permutations for single node, Level 3: 1. Get the permutations, Level 2: Get Google Cloud permutations for high availability pair, Level 3: 1. Get the permutations","availableness, handiness, overcast, senior high school, do work, obscure, leaf node, substitution, volume, degree, tier, become, grade, work, bingle, acquire, brace, transposition, knob, workings, one, couple, surround, let, surroundings, heights, thickening, swarm, environs, senior high, twosome, mass, permutation, bulk, ace, accessibility","permutations, asia, gcp, explore, cloud permutations",API Developer,reference
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_projects.adoc,wf_gcp_cloud_md_get_projects.adoc,bluexp-dataset,adoc,Get projects,afe92ff5-818f-5d61-8c15-69f235785552,This workflow retrieves the AWS regions in which an Cloud Volumes ONTAP working environment may be created.,"cloud, volumes, ontap, cvo, regions, aws, workflows",2025-07-09T09:54:54.026706,"Level 2: Get projects for single node, Level 3: 1. Get the list of projects, Level 2: Get projects for high availability pair, Level 3: 1. Get the list of projects","availableness, work flow, handiness, overcast, senior high school, undertaking, obscure, leaf node, volume, degree, tier, become, workflow, grade, bingle, task, acquire, listing, brace, knob, region, part, one, couple, let, heights, thickening, swarm, tilt, inclination, senior high, area, mass, twosome, project, bulk, ace, accessibility","projects, active occm, parent type, lifecyclestate active, type folder",Storage Administrator,concept
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_regions.adoc,wf_gcp_cloud_md_get_regions.adoc,bluexp-dataset,adoc,Get Google Cloud regions,50ffe92e-28dc-5ef6-bd07-a27ffb93365f,This workflow retrieves the Google Cloud regions in which an Cloud Volumes ONTAP working environment may be created.,"cloud, volumes, ontap, cvo, regions, aws, workflows",2025-07-09T09:54:54.026706,"Level 2: Get regions for single node, Level 3: 1. Get the list of regions, Level 2: Get regions for high availability pair, Level 3: 1. Get the list of regions","availableness, work flow, handiness, overcast, senior high school, obscure, leaf node, volume, degree, tier, become, workflow, grade, bingle, acquire, listing, brace, knob, region, part, one, couple, let, heights, thickening, swarm, tilt, inclination, senior high, area, mass, twosome, bulk, ace, accessibility","asia, vpc, eli, asia east1, regions",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_service_accounts.adoc,wf_gcp_cloud_md_get_service_accounts.adoc,bluexp-dataset,adoc,Get service accounts,d46ef8e0-724b-5447-9fe1-381851bc39eb,This workflow retrieves a list of service accounts from the specified project.,"cloud, volumes, ontap, cvo, regions, aws, workflows",2025-07-09T09:54:54.026706,"Level 2: Get service accounts for single node, Level 2: Get service accounts for high availability pair","account, availableness, work flow, handiness, chronicle, overcast, military service, senior high school, obscure, leaf node, volume, degree, tier, become, workflow, religious service, grade, bingle, acquire, brace, knob, divine service, region, part, one, couple, let, heights, history, thickening, swarm, senior high, area, mass, twosome, bulk, ace, accessibility","service accounts, accounts, service, occm dev, dev",DevOps Engineer,concept
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_supported_features.adoc,wf_gcp_cloud_md_get_supported_features.adoc,bluexp-dataset,adoc,Get supported features,8abbbd25-028f-5067-9468-2e6817eecc84,You can perform this workflow to retrieve and check the supported features while provisioning a Cloud Volumes ONTAP instance.,"supported, features, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.026706,"Level 2: Get supported features for single node, Level 3: Step 1. Select the permutations, Level 3: Step 2. Get the supported features, Level 2: Get supported features for high availability pair, Level 3: Step 1. Select the permutations, Level 3: Step 2. Get the supported features","feature, support, back, availableness, handiness, overcast, choose, senior high school, back up, do work, obscure, substitution, leaf node, volume, degree, tier, become, grade, work, characteristic, bingle, acquire, brace, transposition, take, knob, workings, one, let, couple, surround, pick out, surroundings, heights, thickening, swarm, footstep, lineament, environs, senior high, twosome, measure, mass, permutation, bulk, ace, accessibility, pace","supported features, features, supported, region, permutations",API Developer,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_supported_tiers.adoc,wf_gcp_cloud_md_get_supported_tiers.adoc,bluexp-dataset,adoc,Get supported capacity tiers,dab9405f-14ab-5a18-b8a6-784d8fed3f31,You can retrieve the supported capacity tiers for Google Cloud disk types.,"supported, features, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.026706,"Level 2: Get capacity tiers for single node, Level 3: Step 1. Select the permutations, Level 3: Step 2. Get the supported features, Level 2: Get capacity tiers for high availability pair, Level 3: Step 1. Select the permutations, Level 3: Step 2. Get the supported features","feature, support, back, availableness, capability, handiness, overcast, choose, senior high school, level, back up, do work, obscure, substitution, leaf node, volume, degree, tier, become, grade, work, characteristic, bingle, acquire, brace, transposition, take, knob, workings, one, let, couple, surround, pick out, content, surroundings, heights, thickening, swarm, footstep, lineament, environs, senior high, twosome, measure, mass, permutation, capacitance, bulk, ace, accessibility, pace","capacity tiers, tiers, capacity, supported capacity, supported",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_tag_keys.adoc,wf_gcp_cloud_md_get_tag_keys.adoc,bluexp-dataset,adoc,Get tag keys,40a83265-4395-5bfc-82fe-b4018a54c8ff,You can use the permutations endpoint to retrieve the Cloud Volumes ONTAP configuration information.,"permutations, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.026706,"Level 2: Get tag keys for single node, Level 3: Step 1. Select the project, Level 3: Step 2. Select the region, Level 3: Step 3. Get the tag keys, Level 2: Get tag keys for high availability pair, Level 3: Step 1. Select the project, Level 3: Step 2. Select the region, Level 3: 3. Get the tag keys","samara, availableness, handiness, overcast, choose, senior high school, undertaking, neighborhood, do work, obscure, substitution, leaf node, volume, degree, tier, become, grade, work, bingle, key, task, acquire, brace, transposition, take, tonality, knob, labor, workings, part, one, let, ticket, couple, surround, pick out, rag, surroundings, heights, shred, thickening, swarm, footstep, environs, senior high, area, measure, mass, twosome, permutation, bulk, ace, accessibility, pace","tag keys, tag, zone, key, keys",API Developer,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_vpcs.adoc,wf_gcp_cloud_md_get_vpcs.adoc,bluexp-dataset,adoc,Get VPCs,2acaea34-3e0f-5b9a-a697-46cb333c1634,You can use the permutations endpoint to retrieve the Cloud Volumes ONTAP configuration information.,"permutations, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.027705,"Level 2: Step 1. Select the project, Level 2: Step 2. Select the region, Level 2: Step 3. Get the VPCs","overcast, choose, undertaking, neighborhood, do work, obscure, substitution, volume, degree, tier, become, grade, work, task, acquire, transposition, take, labor, part, workings, let, surround, pick out, surroundings, swarm, footstep, environs, area, mass, measure, permutation, bulk, pace","vpc, eli, eli vpc, region, networks",API Developer,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_get_zones.adoc,wf_gcp_cloud_md_get_zones.adoc,bluexp-dataset,adoc,Get zones,c8b6411e-4d3c-5314-b1fe-cbda0fbfe8f0,You can perform this workflow to retrieve the Google Cloud regions and zones,"permutations, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.027705,"Level 2: Step 1. Select the project, Level 2: Step 2. Get the zones","zona, overcast, choose, undertaking, do work, obscure, substitution, volume, degree, tier, become, grade, work, task, acquire, transposition, take, labor, workings, let, surround, zone, pick out, geographical zone, surroundings, swarm, footstep, environs, mass, measure, permutation, bulk, pace","asia, zones, asia east1, asia east2, east2",API Developer,task
..\data\bluexp-dataset\cm\wf_gcp_cloud_md_snapshot_policies.adoc,wf_gcp_cloud_md_snapshot_policies.adoc,bluexp-dataset,adoc,Get Snapshot policies,33a5ac4d-1088-57fc-beed-d4399833457c,You can perform this workflow to retrieve the default snapshot policies available on the cluster.,"buckets, cloud, volumes, ontap, working, environment, occm",2025-07-09T09:54:54.027705,"Level 2: Get Snapshot policies for single node, Level 2: Get Snapshot policies for high availability pair","availableness, insurance policy, handiness, overcast, senior high school, do work, obscure, leaf node, volume, degree, tier, become, grade, work, shot, bingle, acquire, brace, pail, knob, workings, one, insurance, couple, surround, let, snap, bucketful, surroundings, heights, thickening, bucket, swarm, environs, senior high, twosome, mass, bulk, policy, ace, accessibility","snapshot policies, snapshot, policies, default snapshot, frequency",API Developer,concept
..\data\bluexp-dataset\cm\wf_gcp_ontap_add_disks_aggr.adoc,wf_gcp_ontap_add_disks_aggr.adoc,bluexp-dataset,adoc,Add disks to aggregate,0090465a-4ddd-5b9f-875f-c262e35cb0d9,You can add disks to an existing aggregate.,"disk, aggregate, cloud, manager, ONTAP, get, working, environment",2025-07-09T09:54:54.027705,"Level 2: Add disks to aggregate for single node, Level 3: 1. Select the working environment, Level 3: 2. Select the aggregate, Level 3: 3. Add the disks to the aggregate, Level 2: Add disks to aggregate for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Select the aggregate, Level 3: 3. Add the disks to the aggregate","total, availableness, handiness, overcast, choose, adhd, senior high school, disk, do work, obscure, leaf node, degree, tier, become, grade, work, bingle, acquire, brace, take, knob, workings, director, one, couple, sum, surround, let, pick out, managing director, coach, phonograph record, disc, surroundings, heights, saucer, thickening, attention deficit disorder, swarm, attention deficit hyperactivity disorder, environs, senior high, twosome, totality, ace, accessibility","add disks, disks, aggregate, disks aggregate, add",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_ontap_create_aggr.adoc,wf_gcp_ontap_create_aggr.adoc,bluexp-dataset,adoc,Create aggregate,e9a2b639-000a-5f1e-a047-319bc15f2a47,'You can create a new aggregate within a working environment.',"cloud, manager, rest, api, aggregate, publicid, working, environment, aws",2025-07-09T09:54:54.027705,"Level 2: Create aggregate for single node, Level 3: 1. Select the working environment, Level 3: 2. Select the Google Cloud disk types, Level 3: 3. Create the aggregate, Level 2: Create aggregate for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Select the Google Cloud disk types, Level 3: 3. Create the aggregate","residual, total, availableness, handiness, overcast, choose, eccentric, senior high school, type, do work, obscure, leaf node, degree, tier, grade, accessibility, work, bingle, brace, produce, take, knob, workings, director, one, couple, sum, surround, pick out, make, managing director, coach, phonograph record, disc, surroundings, heights, saucer, thickening, swarm, environs, senior high, twosome, character, totality, ace, balance, remainder","create aggregate, disk types, aggregate, create, cloud disk",Storage Administrator,concept
..\data\bluexp-dataset\cm\wf_gcp_ontap_create_cifs.adoc,wf_gcp_ontap_create_cifs.adoc,bluexp-dataset,adoc,Create CIFS server configuration,7fcde1b5-0150-53d3-8cc8-cc52f6620d43,'You can use this workflow to set up a new CIFS server configuration for an existing Cloud Volumes ONTAP working environment.',"cloud, manager, rest, api, aws, cifs, server, configuration",2025-07-09T09:54:54.028706,"Level 2: Create CIFS for single node, Level 3: Set up a CIFS server in a workgroup, Level 4: 1. Select the working environment, Level 4: 2. Create the CIFS configuration, Level 3: Set up a CIFS server in an Active Directory domain, Level 4: 1. Select the working environment, Level 4: 2. Determine the Active Directory configuration, Level 4: 3. Create the CIFS configuration, Level 2: Create CIFS for high availability pair, Level 3: Set up a CIFS server in a workgroup (HA), Level 4: 1. Select the working environment, Level 4: 2. Create the CIFS configuration, Level 3: Set up a CIFS server in an Active Directory domain (HA), Level 4: 1. Select the working environment, Level 4: 2. Determine the Active Directory configuration, Level 4: 3. Create the CIFS configuration","residual, availableness, shape, handiness, overcast, choose, senior high school, active voice, do work, host, waiter, active agent, obscure, ascertain, leaf node, degree, tier, exercise set, grade, accessibility, work, orbit, find, bingle, brace, sphere, take, produce, knob, stage set, constellation, workings, director, combat-ready, one, couple, surround, pick out, make, managing director, coach, find out, surroundings, heights, thickening, form, swarm, environs, circle, senior high, area, twosome, ace, balance, remainder","cifs, active directory, create cifs, server, cifs server",Storage Administrator,reference
..\data\bluexp-dataset\cm\wf_gcp_ontap_create_quote.adoc,wf_gcp_ontap_create_quote.adoc,bluexp-dataset,adoc,Create quote,420ad055-c896-50d2-8009-a4fe7464e9eb,'You can create a quote for a new volume which returns a resource quote needed to satisfy the request.',"cloud, manager, rest, api, aggregate, volume quote, azure",2025-07-09T09:54:54.028706,"Level 2: Create quote for single node, Level 3: 1. Select the working environment, Level 3: 2. Select the aggregate, Level 3: 3. Select the gcp disk type, Level 3: 4. Generate the volume quote, Level 2: Create quote for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Select the aggregate, Level 3: 3. Select the gcp disk type, Level 3: 4. Generate the volume quote","residual, total, availableness, quotation, bring forth, handiness, overcast, choose, eccentric, book, senior high school, do work, obscure, leaf node, degree, tier, grade, case, work, accessibility, bingle, cerulean, brace, inverted comma, take, produce, knob, workings, director, one, sapphire, couple, quotation mark, sum, surround, pick out, make, managing director, coach, phonograph record, disc, surroundings, heights, lazuline, saucer, thickening, render, swarm, environs, yield, senior high, mass, twosome, character, bulk, totality, ace, balance, remainder","quote, create quote, gcp disk, json, gcp",API Developer,concept
..\data\bluexp-dataset\cm\wf_gcp_ontap_create_vol_cifs.adoc,wf_gcp_ontap_create_vol_cifs.adoc,bluexp-dataset,adoc,Create a volume using CIFS,7b614d91-e32f-5757-8061-5cb3ef703751,'You can use this workflow to create a volume accessed through CIFS.',"vcloud, manager, rest, api",2025-07-09T09:54:54.028706,"Level 2: Create volume using CIFS for single node, Level 3: 1. Choose the CIFS configuration, Level 3: 2. Select the working environment, Level 3: 3. Select the aggregate, Level 3: 4. Choose the size for the disk, Level 3: 5. Create the quote, Level 3: 6. Create the volume, Level 2: Create volume using CIFS for high availability pair, Level 3: 1. Choose the CIFS configuration, Level 3: 2. Select the working environment, Level 3: 3. Select the aggregate, Level 3: 4. Choose the size for the disk, Level 3: 5. Create the quote, Level 3: 6. Create the volume","residual, total, availableness, quotation, shape, handiness, choose, book, senior high school, do work, select, exploitation, victimisation, leaf node, degree, tier, grade, accessibility, work, bingle, brace, inverted comma, take, produce, knob, constellation, workings, director, one, couple, sum, quotation mark, surround, pick out, make, managing director, coach, phonograph record, disc, surroundings, heights, saucer, thickening, form, victimization, size of it, environs, senior high, twosome, mass, bulk, totality, ace, sizing, balance, remainder","cifs, create, create volume, configuration, aggregate",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_ontap_create_vol_iscsi.adoc,wf_gcp_ontap_create_vol_iscsi.adoc,bluexp-dataset,adoc,Create a volume using iSCSI,dce99f14-8b77-506c-b27f-a499748e42c5,'You can use this workflow to create a volume accessed through iSCSI. There are two workflows available depending on whether a new or existing iGroup is used',"cloud, manager, rest, api",2025-07-09T09:54:54.028706,"Level 2: Create volume using iSCSI for single node, Level 3: Create volume using iSCSI with a new iGroup, Level 4: 1. Select the working environment, Level 4: 2. Select the aggregate, Level 4: 3. Choose the size for the disk, Level 4: 4. Choose the iscsiInfo parameters, Level 4: 5. Create the quote, Level 4: 6. Create the volume, Level 3: Create volume using iSCSI with an existing iGroup, Level 4: 1. Select the working environment, Level 4: 2. Select the aggregate, Level 4: 3. Choose the size for the disk, Level 4: 4. Choose the iGroup, Level 4: 5. Create the quote, Level 4: 6. Create the volume, Level 2: Create volume using iSCSI for high availability pair, Level 3: Create volume using iSCSI with a new iGroup, Level 4: 1. Select the working environment, Level 4: 2. Select the aggregate, Level 4: 3. Choose the size for the disk, Level 4: 4. Choose the iscsiInfo parameters, Level 4: 5. Create the quote, Level 4: 6. Create the volume, Level 3: Create volume using iSCSI with an existing iGroup, Level 4: 1. Select the working environment, Level 4: 2. Select the aggregate, Level 4: 3. Choose the size for the disk, Level 4: 4. Choose the iGroup, Level 4: 5. Create the quote, Level 4: 6. Create the volume","residual, total, availableness, quotation, parametric quantity, handiness, overcast, choose, raw, book, senior high school, novel, do work, select, exploitation, victimisation, obscure, leaf node, degree, tier, grade, accessibility, work, survive, bingle, brace, inverted comma, take, produce, knob, argument, workings, director, one, couple, sum, quotation mark, surround, pick out, make, managing director, coach, phonograph record, disc, parameter, heights, saucer, exist, surroundings, thickening, victimization, swarm, size of it, environs, senior high, twosome, mass, live, bulk, totality, ace, sizing, fresh, balance, remainder","using iscsi, size, create, create volume, igroup",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_ontap_create_vol_nfs.adoc,wf_gcp_ontap_create_vol_nfs.adoc,bluexp-dataset,adoc,Create a volume using NFS,82eed0a9-fa6e-5562-8caf-27f1a3de8ee3,'You can use this workflow to create a volume accessed through NFS.',"cloud, manager, rest, api, aggregate, svm, virtual, private, cloud",2025-07-09T09:54:54.028706,"Level 2: Create a volume using NFS for single node, Level 3: 1. Select the working environment, Level 3: 2. Select the aggregate, Level 3: 3. Choose the size for the disk, Level 3: 4. Select the region, Level 3: 5. Select the rules, Level 3: 6. Create the quote, Level 3: 7. Create the volume, Level 2: Create a volume using NFS for high availability pair, Level 3: 1. Select a working environment, Level 3: 2. Select an aggregate, Level 3: 3. Choose a size for the disk, Level 3: 4. Select a region, Level 3: 5. Select rules, Level 3: 6. Create a quote, Level 3: 7. Create the volume","residual, total, convention, availableness, quotation, regulation, overcast, choose, handiness, book, senior high school, buck private, rule, neighborhood, do work, select, exploitation, victimisation, obscure, leaf node, practical, degree, tier, grade, accessibility, work, bingle, brace, inverted comma, take, produce, knob, workings, part, director, one, couple, sum, quotation mark, surround, pick out, make, managing director, coach, common soldier, phonograph record, disc, surroundings, heights, saucer, thickening, individual, victimization, swarm, size of it, environs, senior high, area, mass, twosome, bulk, totality, ace, sizing, balance, remainder","aggregate, create volume, create, size, volume",Storage Administrator,task
..\data\bluexp-dataset\cm\wf_gcp_ontap_delete_aggr.adoc,wf_gcp_ontap_delete_aggr.adoc,bluexp-dataset,adoc,Delete aggregate,886afcec-6f5e-5dd3-b3ef-1de768edb17d,'You can delete an existing disk aggregate.',"aggregate, delete, working, environment, aws, workflows",2025-07-09T09:54:54.028706,"Level 2: Delete aggregate for single node, Level 3: 1. Select the working environment, Level 3: 2. Select the aggregate, Level 3: 3. Delete the aggregate, Level 2: Delete aggregate for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Select the aggregate, Level 3: 3. Delete the aggregate","total, availableness, work flow, handiness, erase, choose, senior high school, do work, leaf node, degree, tier, workflow, grade, work, bingle, edit, cancel, brace, take, knob, workings, one, couple, sum, surround, pick out, surroundings, heights, thickening, environs, senior high, twosome, totality, ace, accessibility","delete, aggregate, delete aggregate, aggregates, aggregatename",Storage Administrator,concept
..\data\bluexp-dataset\cm\wf_gcp_ontap_delete_cifs.adoc,wf_gcp_ontap_delete_cifs.adoc,bluexp-dataset,adoc,Delete CIFS server configuration,21a412c8-df18-5fcd-9c09-8b21bd2ccf56,You can use this workflow to delete a CIFS server configuration for an existing Cloud Volumes ONTAP working environment.,"cifs, server, configuration, occm, aws, working, environment",2025-07-09T09:54:54.029706,"Level 2: Delete CIFS for single node, Level 3: 1. Select the working environment, Level 3: 2. Delete the CIFS configurations, Level 2: Delete CIFS for high availability pair, Level 3: 1. Select the working environment, Level 3: 2. Delete the CIFS configurations","availableness, shape, handiness, erase, choose, senior high school, do work, host, leaf node, degree, tier, grade, work, bingle, edit, cancel, brace, constellation, take, knob, workings, one, couple, surround, pick out, surroundings, heights, thickening, form, environs, senior high, twosome, ace, configuration, waiter, accessibility","delete cifs, cifs, delete, working, server configuration",IT Director,task
