query,expected_urls,predicted_url,match,similarity
wf gcp ontap modify volume,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_gcp_ontap_modify_volume.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_gcp_ontap_modify_volume.html,True,0.6373
wf onprem before,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_before.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_flexgroup_ontap_create_vol.html,False,0.2335
wf onprem discover wes,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_discover_wes.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_discover_wes.html,True,0.277
wf onprem flexgroup ontap create vol,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_flexgroup_ontap_create_vol.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_flexgroup_ontap_create_vol.html,True,0.6048
wf onprem get wes,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_get_wes.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_common_identity_get_saas_mp.html,False,0.2111
wf onprem ontap create vol cifs,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_create_vol_cifs.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_aws_ontap_create_vol_cifs.html,False,0.5401
wf onprem ontap create vol iscsi,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_create_vol_iscsi.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_azure_ontap_create_vol_iscsi.html,False,0.5246
wf onprem ontap create vol nfs,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_create_vol_nfs.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_create_vol_nfs.html,True,0.5528
wf onprem ontap delete volume,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_delete_volume.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_delete_volume.html,True,0.6008
wf onprem ontap get aggrs,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_get_aggrs.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_get_aggrs.html,True,0.4341
wf onprem ontap get cifs,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_get_cifs.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_get_cifs.html,True,0.5771
wf onprem ontap get volumes,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_get_volumes.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_aws_ontap_create_vol_cifs.html,False,0.532
wf onprem ontap modify volume,['https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_modify_volume.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_onprem_ontap_modify_volume.html,True,0.5351
workflow processes,['https://docs.netapp.com/us-en/bluexp-automation/cm/workflow_processes.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/workflows_tasks.html,False,0.4106
your api call,['https://docs.netapp.com/us-en/bluexp-automation/cm/your_api_call.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_common_occm_get_task.html,False,0.3548
aa concepts,['https://docs.netapp.com/us-en/bluexp-automation/platform/aa_concepts.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/aa_concepts.html,True,0.1801
additional considerations,['https://docs.netapp.com/us-en/bluexp-automation/platform/additional_considerations.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/overview.html,False,0.1689
api explorer,['https://docs.netapp.com/us-en/bluexp-automation/platform/api_explorer.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/api_explorer.html,True,0.602
concepts,['https://docs.netapp.com/us-en/bluexp-automation/platform/concepts.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/api_ref_definitions.html,False,0.0769
connectors clients,['https://docs.netapp.com/us-en/bluexp-automation/platform/connectors_clients.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/connectors_clients.html,True,0.4936
create service token,['https://docs.netapp.com/us-en/bluexp-automation/platform/create_service_token.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/create_user_token.html,False,0.575
create user token,['https://docs.netapp.com/us-en/bluexp-automation/platform/create_user_token.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/create_user_token.html,True,0.5976
get identifiers,['https://docs.netapp.com/us-en/bluexp-automation/platform/get_identifiers.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_common_identity_get_supported_srv.html,False,0.3141
get nss key,['https://docs.netapp.com/us-en/bluexp-automation/platform/get_nss_key.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/wf_common_identity_get_nss_key.html,False,0.4365
grant types,['https://docs.netapp.com/us-en/bluexp-automation/platform/grant_types.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/grant_types.html,True,0.3148
http details,['https://docs.netapp.com/us-en/bluexp-automation/platform/http_details.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/http_details.html,True,0.4585
overview,['https://docs.netapp.com/us-en/bluexp-automation/platform/overview.html'],https://docs.netapp.com/us-en/bluexp-automation/cm/prepare.html,False,0.2403
register service,['https://docs.netapp.com/us-en/bluexp-automation/platform/register_service.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/register_service.html,True,0.411
user access tokens,['https://docs.netapp.com/us-en/bluexp-automation/platform/user_access_tokens.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/user_access_tokens.html,True,0.6317
use rest apis,['https://docs.netapp.com/us-en/bluexp-automation/platform/use_rest_apis.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/concepts.html,False,0.4932
workflows tasks,['https://docs.netapp.com/us-en/bluexp-automation/platform/workflows_tasks.html'],https://docs.netapp.com/us-en/bluexp-automation/platform/workflows_tasks.html,True,0.4496
additional resources,['https://docs.netapp.com/us-en/bluexp-automation/support/additional_resources.html'],https://docs.netapp.com/us-en/bluexp-automation/support/additional_resources.html,True,0.3563
